2018-03-12 22:25:54,627 [AWT-EventQueue-0] INFO  marytts.SimplePhoneme2AP Starting power-on self test.
2018-03-12 22:25:54,630 [AWT-EventQueue-0] INFO  marytts.SimplePhoneme2AP Power-on self test complete.
2018-03-12 22:25:54,630 [AWT-EventQueue-0] INFO  marytts.PronunciationModel Module started (INTONATION->ALLOPHONES, locale en).
2018-03-12 22:25:54,630 [AWT-EventQueue-0] INFO  marytts.PronunciationModel Starting power-on self test.
2018-03-12 22:25:54,630 [AWT-EventQueue-0] INFO  marytts.PronunciationModel Power-on self test complete.
2018-03-12 22:25:54,630 [AWT-EventQueue-0] INFO  marytts.OpenNLPPosTagger Module started (WORDS->PARTSOFSPEECH, locale en).
2018-03-12 22:25:56,342 [AWT-EventQueue-0] INFO  marytts.OpenNLPPosTagger Starting power-on self test.
2018-03-12 22:25:56,342 [AWT-EventQueue-0] INFO  marytts.OpenNLPPosTagger Power-on self test complete.
2018-03-12 22:25:56,343 [AWT-EventQueue-0] INFO  marytts.main Startup complete.
2018-03-12 22:26:10,352 [Thread-1] INFO  marytts.main Shutting down modules...
2018-03-12 22:26:10,353 [Thread-1] INFO  marytts.Synthesis Module shut down.
2018-03-12 22:26:10,353 [Thread-1] INFO  marytts.TextToMaryXML Module shut down.
2018-03-12 22:26:10,353 [Thread-1] INFO  marytts.SableParser Module shut down.
2018-03-12 22:26:10,353 [Thread-1] INFO  marytts.SSMLParser Module shut down.
2018-03-12 22:26:10,353 [Thread-1] INFO  marytts.APMLParser Module shut down.
2018-03-12 22:26:10,353 [Thread-1] INFO  marytts.EmotionmlParser Module shut down.
2018-03-12 22:26:10,354 [Thread-1] INFO  marytts.JTokeniser Module shut down.
2018-03-12 22:26:10,354 [Thread-1] INFO  marytts.DummyTokens2Words Module shut down.
2018-03-12 22:26:10,354 [Thread-1] INFO  marytts.Prosody Module shut down.
2018-03-12 22:26:10,354 [Thread-1] INFO  marytts.PronunciationModel Module shut down.
2018-03-12 22:26:10,354 [Thread-1] INFO  marytts.TargetFeatureLister Module shut down.
2018-03-12 22:26:10,354 [Thread-1] INFO  marytts.TargetFeatureLister Module shut down.
2018-03-12 22:26:10,354 [Thread-1] INFO  marytts.AcousticModeller Module shut down.
2018-03-12 22:26:10,354 [Thread-1] INFO  marytts.Realised acoustparams extractor Module shut down.
2018-03-12 22:26:10,354 [Thread-1] INFO  marytts.Realised durations extractor Module shut down.
2018-03-12 22:26:10,354 [Thread-1] INFO  marytts.HTSEngine Module shut down.
2018-03-12 22:26:10,354 [Thread-1] INFO  marytts.Praat TextGrid generator Module shut down.
2018-03-12 22:26:10,354 [Thread-1] INFO  marytts.JTokeniser Module shut down.
2018-03-12 22:26:10,354 [Thread-1] INFO  marytts.Preprocess Module shut down.
2018-03-12 22:26:10,354 [Thread-1] INFO  marytts.JPhonemiser Module shut down.
2018-03-12 22:26:10,354 [Thread-1] INFO  marytts.JPhonemiser Module shut down.
2018-03-12 22:26:10,354 [Thread-1] INFO  marytts.Prosody Module shut down.
2018-03-12 22:26:10,354 [Thread-1] INFO  marytts.SimplePhoneme2AP Module shut down.
2018-03-12 22:26:10,354 [Thread-1] INFO  marytts.PronunciationModel Module shut down.
2018-03-12 22:26:10,355 [Thread-1] INFO  marytts.OpenNLPPosTagger Module shut down.
2018-03-12 22:26:10,356 [Thread-1] INFO  marytts.main Shutdown complete.
